ID	ouverture	angle	angle	ouverture
1281	171.8	103.818869	128	230.2715343
1282	171.9	103.8654658	128.1	230.4921188
1283	172	103.9120616	128.2	230.7493696
1284	172.1	103.9431248	128.3	231.006514
1285	172.2	103.9897187	128.4	231.2635508
1286	172.3	104.0363115	128.5	231.4837817
1287	172.4	104.0829032	128.6	231.7406159
1288	172.5	104.1139637	128.7	231.9973393
1289	172.6	104.1605535	128.8	232.2539509
1290	172.7	104.2071421	128.9	232.4738138
1291	172.8	104.2537296	129	232.7302147
1292	172.9	104.3003159	129.1	232.9865005
1293	173	104.3313728	129.2	233.2426702
1294	173.1	104.3779572	129.3	233.4621509
1295	173.2	104.4245404	129.4	233.7181019
1296	173.3	104.4711223	129.5	233.9739335
1297	173.4	104.5177031	129.6	234.2296448
1298	173.5	104.5487562	129.7	234.4487291
1299	173.6	104.5953349	129.8	234.7042138
1300	173.7	104.6419124	129.9	234.9595748
1301	173.8	104.6884886	130	235.2148112
1302	173.9	104.7195387	130.1	235.4334851
1303	174	104.7661128	130.2	235.688487
1304	174.1	104.8126856	130.3	235.9433611
1305	174.2	104.8592571	130.4	236.1981062
1306	174.3	104.8903041	130.5	236.4527214
1307	174.4	104.9368734	130.6	236.6708586
1308	174.5	104.9834414	130.7	236.9252295
1309	174.6	105.0300081	130.8	237.1794672
1310	174.7	105.0765735	130.9	237.4335707
1311	174.8	105.1076163	131	237.6512661
1312	174.9	105.1541794	131.1	237.9051176
1313	175	105.2007412	131.2	238.1588318
1314	175.1	105.2473015	131.3	238.4124077
1315	175.2	105.278341	131.4	238.6658441
1316	175.3	105.324899	131.5	238.8829636
1317	175.4	105.3714557	131.6	239.1361382
1318	175.5	105.4180109	131.7	239.3891704
1319	175.6	105.4490469	131.8	239.6420591
1320	175.7	105.4955998	131.9	239.8948032
1321	175.8	105.5421512	132	240.1474016
1322	175.9	105.5887011	132.1	240.3637977
1323	176	105.6352496	132.2	240.6161228
1324	176.1	105.6662811	132.3	240.8682992
1325	176.2	105.7128271	132.4	241.1203259
1326	176.3	105.7593717	132.5	241.3722018
1327	176.4	105.8059147	132.6	241.6239258
1328	176.5	105.8369425	132.7	241.8395677
1329	176.6	105.8834831	132.8	242.091007
1330	176.7	105.930022	132.9	242.3422915
1331	176.8	105.9765595	133	242.5934201
1332	176.9	106.0075836	133.1	242.8443919
1333	177	106.0541184	133.2	243.0952057
1334	177.1	106.1006517	133.3	243.3100625
1335	177.2	106.1471834	133.4	243.5605803
1336	177.3	106.1782037	133.5	243.8109372
1337	177.4	106.2247327	133.6	244.0611323
1338	177.5	106.2712602	133.7	244.3111644
1339	177.6	106.317786	133.8	244.5610326
1340	177.7	106.3488023	133.9	244.8107358
1341	177.8	106.3953255	134	245.024635
1342	177.9	106.441847	134.1	245.2740292
1343	178	106.4883668	134.2	245.5232555
1344	178.1	106.5193791	134.3	245.7723129
1345	178.2	106.5658961	134.4	246.0212005
1346	178.3	106.6124115	134.5	246.2699172
1347	178.4	106.6589252	134.6	246.5184619
1348	178.5	106.6899334	134.7	246.7668338
1349	178.6	106.7364442	134.8	247.0150319
1350	178.7	106.7829533	134.9	247.2276339
1351	178.8	106.8294607	135	247.4755063
1352	178.9	106.8604647	135.1	247.7232021
1353	179	106.9069692	135.2	247.9707201
1354	179.1	106.9534719	135.3	248.2180594
1355	179.2	106.9999729	135.4	248.4652191
1356	179.3	107.0309725	135.5	248.7121981
1357	179.4	107.0774705	135.6	248.9589954
1358	179.5	107.1239668	135.7	249.2056102
1359	179.6	107.1704612	135.8	249.4520413
1360	179.7	107.2014564	135.9	249.6982879
1361	179.8	107.2479478	136	249.944349
1362	179.9	107.2944373	136.1	250.1551101
1363	180	107.340925	136.2	250.4008241
1364	180.1	107.3719158	136.3	250.6463498
1365	180.2	107.4184004	136.4	250.8916862
1366	180.3	107.4648832	136.5	251.1368325
1367	180.4	107.4958706	136.6	251.3817876
1368	180.5	107.5423502	136.7	251.6265507
1369	180.6	107.5888279	136.8	251.8711207
1370	180.7	107.6353037	136.9	252.1154967
1371	180.8	107.6662865	137	252.3596778
1372	180.9	107.7127591	137.1	252.6036631
1373	181	107.7592298	137.2	252.8474515
1374	181.1	107.8056985	137.3	253.0910422
1375	181.2	107.8366765	137.4	253.3344342
1376	181.3	107.883142	137.5	253.5776267
1377	181.4	107.9296055	137.6	253.8206186
1378	181.5	107.976067	137.7	254.063409
1379	181.6	108.0070402	137.8	254.3059972
1380	181.7	108.0534984	137.9	254.548382
1381	181.8	108.0999545	138	254.7905626
1382	181.9	108.1309242	138.1	255.0325381
1383	182	108.1773769	138.2	255.2743077
1384	182.1	108.2238277	138.3	255.5158702
1385	182.2	108.2702764	138.4	255.757225
1386	182.3	108.301241	138.5	255.998371
1387	182.4	108.3476863	138.6	256.2393074
1388	182.5	108.3941295	138.7	256.4800333
1389	182.6	108.4405706	138.8	256.7205478
1390	182.7	108.4715301	138.9	256.96085
1391	182.8	108.5179677	139	257.200939
1392	182.9	108.5644032	139.1	257.4408139
1393	183	108.595359	139.2	257.6804738
1394	183.1	108.641791	139.3	257.919918
1395	183.2	108.6882208	139.4	258.1591454
1396	183.3	108.7346484	139.5	258.3981552
1397	183.4	108.765599	139.6	258.6369466
1398	183.5	108.812023	139.7	258.8755187
1399	183.6	108.8584449	139.8	259.1138706
1400	183.7	108.9048645	139.9	259.3520015
1401	183.8	108.9358098	140	259.5899105
1402	183.9	108.9822258	140.1	259.8275967
1403	184	109.0286395	140.2	260.0650593
1404	184.1	109.0595808	140.3	260.3361703
1405	184.2	109.1059909	140.4	260.5731509
1406	184.3	109.1523987	140.5	260.8099053
1407	184.4	109.1988043	140.6	261.0464326
1408	184.5	109.2297401	140.7	261.2827319
1409	184.6	109.2761418	140.8	261.5188025
1410	184.7	109.3225414	140.9	261.7546435
1411	184.8	109.3534731	141	261.990254
1412	184.9	109.3998688	141.1	262.2256333
1413	185	109.4462621	141.2	262.4607806
1414	185.1	109.4926532	141.3	262.6956949
1415	185.2	109.5235792	141.4	262.9638822
1416	185.3	109.5699664	141.5	263.1982948
1417	185.4	109.6163512	141.6	263.4324719
1418	185.5	109.6472731	141.7	263.6664128
1419	185.6	109.693654	141.8	263.9001166
1420	185.7	109.7400325	141.9	264.1335826
1421	185.8	109.7864086	142	264.3668099
1422	185.9	109.8173247	142.1	264.5997978
1423	186	109.8636968	142.2	264.8657755
1424	186.1	109.9100665	142.3	265.0982476
1425	186.2	109.9409783	142.4	265.3304779
1426	186.3	109.987344	142.5	265.5624654
1427	186.4	110.0337072	142.6	265.7942095
1428	186.5	110.080068	142.7	266.0257093
1429	186.6	110.1109738	142.8	266.2899805
1430	186.7	110.1573304	142.9	266.5209544
1431	186.8	110.2036846	143	266.7516816
1432	186.9	110.234586	143.1	266.9821613
1433	187	110.2809361	143.2	267.2123929
1434	187.1	110.3272836	143.3	267.4423756
1435	187.2	110.3736286	143.4	267.7049072
1436	187.3	110.4045239	143.5	267.9343539
1437	187.4	110.4508647	143.6	268.1635493
1438	187.5	110.4972029	143.7	268.3924927
1439	187.6	110.5280937	143.8	268.6211833
1440	187.7	110.5744277	143.9	268.8822336
1441	187.8	110.6207591	144	269.1103801
1442	187.9	110.6516453	144.1	269.3382716
1443	188	110.6979724	144.2	269.5659072
1444	188.1	110.7442969	144.3	269.8257481
1445	188.2	110.7906188	144.4	270.0528332
1446	188.3	110.8214987	144.5	270.2796603
1447	188.4	110.8678162	144.6	270.5062285
1448	188.5	110.9141311	144.7	270.7325373
1449	188.6	110.9450063	144.8	270.9908573
1450	188.7	110.9913168	144.9	271.2166077
1451	188.8	111.0376246	145	271.4420964
1452	188.9	111.0839297	145.1	271.6994765
1453	189	111.1147984	145.2	271.9244021
1454	189.1	111.161099	145.3	272.1490639
1455	189.2	111.207397	145.4	272.3734611
1456	189.3	111.2382608	145.5	272.6295902
1457	189.4	111.2845543	145.6	272.8534183
1458	189.5	111.330845	145.7	273.0769796
1459	189.6	111.361704	145.8	273.3002736
1460	189.7	111.4079901	145.9	273.5551385
1461	189.8	111.4542735	146	273.7778573
1462	189.9	111.5005542	146.1	274.0003067
1463	190	111.5314064	146.2	274.2542038
1464	190.1	111.5776824	146.3	274.4760736
1465	190.2	111.6239556	146.4	274.6976719
1466	190.3	111.6548028	146.5	274.9505938
1467	190.4	111.7010714	146.6	275.1716081
1468	190.5	111.7473371	146.7	275.3923489
1469	190.6	111.7781793	146.8	275.6442883
1470	190.7	111.8244403	146.9	275.8644408
1471	190.8	111.8706984	147	276.0843177
1472	190.9	111.9015356	147.1	276.3352675
1473	191	111.947789	147.2	276.5545519
1474	191.1	111.9940395	147.3	276.7735588
1475	191.2	112.0402871	147.4	277.0235119
1476	191.3	112.0711172	147.5	277.2419221
1477	191.4	112.11736	147.6	277.4911916
1478	191.5	112.1635999	147.7	277.7090023
1479	191.6	112.1944248	147.8	277.9265323
1480	191.7	112.2406598	147.9	278.1747935
1481	191.8	112.2868919	148	278.3917199
1482	191.9	112.3177116	148.1	278.6083638
1483	192	112.3639387	148.2	278.8556099
1484	192.1	112.4101629	148.3	279.0716462
1485	192.2	112.456384	148.4	279.3181965
1486	192.3	112.4871965	148.5	279.5336226
1487	192.4	112.5334127	148.6	279.7794739
1488	192.5	112.5796259	148.7	279.9942871
1489	192.6	112.610433	148.8	280.2088134
1490	192.7	112.6566412	148.9	280.4536343
1491	192.8	112.7028463	149	280.6675439
1492	192.9	112.733648	149.1	280.9116585
1493	193	112.7798481	149.2	281.1249489
1494	193.1	112.826045	149.3	281.3683544
1495	193.2	112.8568413	149.4	281.5810229
1496	193.3	112.9030332	149.5	281.8237164
1497	193.4	112.949222	149.6	282.0357607
1498	193.5	112.9800128	149.7	282.2777392
1499	193.6	113.0261964	149.8	282.4891568
1500	193.7	113.0723769	149.9	282.7304176
1501	193.8	113.1185542	150	282.941206
1502	193.9	113.1493374	150.1	283.1817464
1503	194	113.1955095	150.2	283.3919033
1504	194.1	113.2416785	150.3	283.6317205
1505	194.2	113.2724561	150.4	283.8412434
1506	194.3	113.3186198	150.5	284.0803348
1507	194.4	113.3647803	150.6	284.2892214
1508	194.5	113.3955522	150.7	284.5275843
1509	194.6	113.4417074	150.8	284.7358323
1510	194.7	113.4878594	150.9	284.9734642
1511	194.8	113.5186256	151	285.1810713
1512	194.9	113.5647723	151.1	285.4179694
1513	195	113.6109157	151.2	285.6249335
1514	195.1	113.6416761	151.3	285.8610954
1515	195.2	113.6878141	151.4	286.0968637
1516	195.3	113.7339488	151.5	286.3028374
1517	195.4	113.7800803	151.6	286.5378656
1518	195.5	113.8108328	151.7	286.7431907
1519	195.6	113.8569587	151.8	286.9774764
1520	195.7	113.9030814	151.9	287.2113652
1521	195.8	113.933828	152	287.4156917
1522	195.9	113.9799452	152.1	287.6488343
1523	196	114.026059	152.2	287.8525068
1524	196.1	114.0567997	152.3	288.0849009
1525	196.2	114.102908	152.4	288.3168949
1526	196.3	114.1490129	152.5	288.5195608
1527	196.4	114.1797476	152.6	288.7508027
1528	196.5	114.2258469	152.7	288.9816426
1529	196.6	114.2719428	152.8	289.1832972
1530	196.7	114.3026715	152.9	289.4133817
1531	196.8	114.3487618	153	289.6430623
1532	196.9	114.3948486	153.1	289.8437011
1533	197	114.4255713	153.2	290.0726229
1534	197.1	114.4716524	153.3	290.301139
1535	197.2	114.5177301	153.4	290.5007575
1536	197.3	114.5484467	153.5	290.7285116
1537	197.4	114.5945186	153.6	290.9558584
1538	197.5	114.6405871	153.7	291.1544523
1539	197.6	114.6712975	153.8	291.3810338
1540	197.7	114.7173602	153.9	291.6072064
1541	197.8	114.7634194	154	291.8329694
1542	197.9	114.8094752	154.1	292.0301756
1543	198	114.840177	154.2	292.2551692
1544	198.1	114.8862269	154.3	292.4797516
1545	198.2	114.9322732	154.4	292.6759235
1546	198.3	114.9629688	154.5	292.8997335
1547	198.4	115.0090092	154.6	293.1231308
1548	198.5	115.0550461	154.7	293.3461149
1549	198.6	115.0857353	154.8	293.5686851
1550	198.7	115.1317662	154.9	293.7630943
1551	198.8	115.1777936	155	293.9848873
1552	198.9	115.2084765	155.1	294.2062651
1553	199	115.2544978	155.2	294.427227
1554	199.1	115.3005155	155.3	294.6477727
1555	199.2	115.331192	155.4	294.8404084
1556	199.3	115.3772037	155.5	295.0601722
1557	199.4	115.4232118	155.6	295.2795184
1558	199.5	115.4538818	155.7	295.4984464
1559	199.6	115.4998838	155.8	295.7169558
1560	199.7	115.5458821	155.9	295.9350461
1561	199.8	115.5765456	156	296.1255309
1562	199.9	115.6225378	156.1	296.3428341
1563	200	115.6685262	156.2	296.5597169
1564	200.1	115.6991832	156.3	296.7761788
1565	200.2	115.7451655	156.4	296.9922194
1566	200.3	115.7911441	156.5	297.2078383
1567	200.4	115.8217944	156.6	297.423035
1568	200.5	115.8677668	156.7	297.6378091
1569	200.6	115.9137354	156.8	297.8521602
1570	200.7	115.9443791	156.9	298.0393701
1571	200.8	115.9903414	157	298.2529269
1572	200.9	116.0363	157.1	298.4660595
1573	201	116.0822548	157.2	298.6787676
1574	201.1	116.1128893	157.3	298.8910506
1575	201.2	116.1588378	157.4	299.1029083
1576	201.3	116.2047824	157.5	299.3143402
1577	201.4	116.2354101	157.6	299.525346
1578	201.5	116.2813484	157.7	299.7359253
1579	201.6	116.3272828	157.8	299.9460778
1580	201.7	116.3579037	157.9	300.155803
1581	201.8	116.4038317	158	300.3651006
1582	201.9	116.4497559	158.1	300.5739703
1583	202	116.4803699	158.2	300.7824117
1584	202.1	116.5262876	158.3	300.9904245
1585	202.2	116.5722014	158.4	301.1980083
1586	202.3	116.6028084	158.5	301.4051629
1587	202.4	116.6487157	158.6	301.6118878
1588	202.5	116.6946191	158.7	301.8181829
1589	202.6	116.7252192	158.8	302.0240477
1590	202.7	116.771116	158.9	302.2294819
1591	202.8	116.8170089	159	302.4344854
1592	202.9	116.847602	159.1	302.6645989
1593	203	116.8934883	159.2	302.8686858
1594	203.1	116.9393706	159.3	303.0723409
1595	203.2	116.9699566	159.4	303.2755641
1596	203.3	117.0158323	159.5	303.4783549
1597	203.4	117.0617039	159.6	303.6807131
1598	203.5	117.0922828	159.7	303.8826385
1599	203.6	117.1381478	159.8	304.0841308
1600	203.7	117.1840088	159.9	304.3102917
1601	203.8	117.2145805	160	304.5108628
1602	203.9	117.2604347	160.1	304.7110001
1603	204	117.3062849	160.2	304.9107032
1604	204.1	117.3368494	160.3	305.109972
1605	204.2	117.3826928	160.4	305.3088062
1606	204.3	117.4285321	160.5	305.531975
1607	204.4	117.4590893	160.6	305.729885
1608	204.5	117.5049218	160.7	305.9273598
1609	204.6	117.5507501	160.8	306.1243991
1610	204.7	117.5813001	160.9	306.3210028
1611	204.8	117.6271216	161	306.5416609
1612	204.9	117.6729389	161.1	306.7373381
1613	205	117.7034815	161.2	306.9325791
1614	205.1	117.749292	161.3	307.1273837
1615	205.2	117.7950983	161.4	307.3460169
1616	205.3	117.8256335	161.5	307.5398934
1617	205.4	117.8714328	161.6	307.733333
1618	205.5	117.9172279	161.7	307.95043
1619	205.6	117.9477556	161.8	308.1429405
1620	205.7	117.9935437	161.9	308.3350136
1621	205.8	118.0393276	162	308.5505727
1622	205.9	118.0698479	162.1	308.7417157
1623	206	118.1156247	162.2	308.9324208
1624	206.1	118.1613973	162.3	309.1464405
1625	206.2	118.19191	162.4	309.3362147
1626	206.3	118.2376755	162.5	309.5255507
1627	206.4	118.2834368	162.6	309.7380296
1628	206.5	118.3139419	162.7	309.9264339
1629	206.6	118.359696	162.8	310.1378644
1630	206.7	118.4054458	162.9	310.3253365
1631	206.8	118.4511912	163	310.5123698
1632	206.9	118.4816858	163.1	310.7222577
1633	207	118.5274241	163.2	310.9083582
1634	207.1	118.573158	163.3	311.1171966
1635	207.2	118.6036449	163.4	311.3023641
1636	207.3	118.6493716	163.5	311.5101525
1637	207.4	118.6950939	163.6	311.6943866
1638	207.5	118.725573	163.7	311.9011248
1639	207.6	118.7712881	163.8	312.0844252
1640	207.7	118.8169987	163.9	312.290113
1641	207.8	118.84747	164	312.4724796
1642	207.9	118.8931733	164.1	312.6771166
1643	208	118.9388722	164.2	312.8585492
1644	208.1	118.9693357	164.3	313.0621354
1645	208.2	119.0150272	164.4	313.2426339
1646	208.3	119.0607142	164.5	313.4451692
1647	208.4	119.0911698	164.6	313.6247334
1648	208.5	119.1368494	164.7	313.8262177
1649	208.6	119.1825245	164.8	314.0271455
1650	208.7	119.2129722	164.9	314.2052809
1651	208.8	119.2586398	165	314.4051578
1652	208.9	119.304303	165.1	314.582359
1653	209	119.3347426	165.2	314.7811849
1654	209.1	119.3803983	165.3	314.9794545
1655	209.2	119.4260494	165.4	315.1552272
1656	209.3	119.456481	165.5	315.352446
1657	209.4	119.5021245	165.6	315.5491087
1658	209.5	119.5477635	165.7	315.7234531
1659	209.6	119.578187	165.8	315.9190654
1660	209.7	119.6238184	165.9	316.1141217
1661	209.8	119.6694452	166	316.3086221
1662	209.9	119.6998606	166.1	316.4810447
1663	210	119.7454797	166.2	316.6744952
1664	210.1	119.7910943	166.3	316.8673902
1665	210.2	119.8215014	166.4	317.0597296
1666	210.3	119.8671083	166.5	317.2302317
1667	210.4	119.9127105	166.6	317.4215222
1668	210.5	119.9431094	166.7	317.6122574
1669	210.6	119.9887039	166.8	317.8024377
1670	210.7	120.0342937	166.9	317.9920631
1671	210.8	120.0646843	167	318.1601533
1672	210.9	120.1102663	167.1	318.348731
1673	211	120.1558437	167.2	318.5367542
1674	211.1	120.186226	167.3	318.7242233
1675	211.2	120.2317955	167.4	318.9111382
1676	211.3	120.2773603	167.5	319.0974993
1677	211.4	120.3077342	167.6	319.2833067
1678	211.5	120.3532911	167.7	319.4685606
1679	211.6	120.3988432	167.8	319.6327662
1680	211.7	120.4292087	167.9	319.8169751
1681	211.8	120.4747529	168	320.0006312
1682	211.9	120.5202924	168.1	320.1837347
1683	212	120.5506494	168.2	320.3662857
1684	212.1	120.5961809	168.3	320.5482845
1685	212.2	120.6417076	168.4	320.7297314
1686	212.3	120.6720561	168.5	320.9106266
1687	212.4	120.7175748	168.6	321.0909703
1688	212.5	120.7630886	168.7	321.270763
1689	212.6	120.7934285	168.8	321.4500047
1690	212.7	120.8389343	168.9	321.6485164
1691	212.8	120.8844353	169	321.826596
1692	212.9	120.9299314	169.1	322.0041257
1693	213	120.9602594	169.2	322.1811056
1694	213.1	121.0057474	169.3	322.3575361
1695	213.2	121.0512305	169.4	322.5334176
1696	213.3	121.0815498	169.5	322.7087503
1697	213.4	121.1270247	169.6	322.8835345
1698	213.5	121.1724947	169.7	323.0770963
1699	213.6	121.2028053	169.8	323.2507238
1700	213.7	121.2482671	169.9	323.4238039
1701	213.8	121.293724	170	323.5963369
1702	213.9	121.3240258	170.1	323.7683233
1703	214	121.3694744	170.2	323.9587785
1704	214.1	121.414918	170.3	324.1296119
1705	214.2	121.445211	170.4	324.2998997
1706	214.3	121.4906463	170.5	324.4696424
1707	214.4	121.5360767	170.6	324.6576065
1708	214.5	121.5663608	170.7	324.8261995
1709	214.6	121.6117828	170.8	324.9942486
1710	214.7	121.6571997	170.9	325.1803324
1711	214.8	121.6874749	171	325.3472345
1712	214.9	121.7328835	171.1	325.513594
1713	215	121.778287	171.2	325.6978019
1714	215.1	121.8085532	171.3	325.8630172
1715	215.2	121.8539483	171.4	326.0459548
1716	215.3	121.8993383	171.5	326.2100278
1717	215.4	121.9295955	171.6	326.3916974
1718	215.5	121.9749771	171.7	326.5546301
1719	215.6	122.0203535	171.8	326.7170234
1720	215.7	122.0506016	171.9	326.8968284
1721	215.8	122.0959695	172	327.0580845
1722	215.9	122.1413323	172.1	327.2366271
1723	216	122.1715713	172.2	327.3967481
1724	216.1	122.2169255	172.3	327.5740307
1725	216.2	122.2622746	172.4	327.7506511
1726	216.3	122.2925044	172.5	327.9090438
1727	216.4	122.3378448	172.6	328.084408
1728	216.5	122.3831801	172.7	328.2416714
1729	216.6	122.4285101	172.8	328.4157819
1730	216.7	122.4587273	172.9	328.5892337
1731	216.8	122.5040487	173	328.7447776
1732	216.9	122.5493649	173.1	328.9169798
1733	217	122.5795727	173.2	329.0885253
1734	217.1	122.6248802	173.3	329.2423554
1735	217.2	122.6701824	173.4	329.4126554
1736	217.3	122.7003809	173.5	329.5823009
1737	217.4	122.7456743	173.6	329.7512928
1738	217.5	122.7909625	173.7	329.9028273
1739	217.6	122.8211517	173.8	330.0705795
1740	217.7	122.866431	173.9	330.2376803
1741	217.8	122.9117051	174	330.4041306
1742	217.9	122.9418848	174.1	330.5699311
1743	218	122.98715	174.2	330.7350828
1744	218.1	123.0324099	174.3	330.8995864
1745	218.2	123.0625802	174.4	331.0470862
1746	218.3	123.1078311	174.5	331.2103609
1747	218.4	123.1530767	174.6	331.3729899
1748	218.5	123.1832375	174.7	331.5349742
1749	218.6	123.2284742	174.8	331.6963146
1750	218.7	123.2737055	174.9	331.857012
1751	218.8	123.3189313	175	332.0170673
1752	218.9	123.3490789	175.1	332.1764814
1753	219	123.3942958	175.2	332.3352551
1754	219.1	123.4395073	175.3	332.4933895
1755	219.2	123.4696453	175.4	332.6508854
1756	219.3	123.5148477	175.5	332.8233945
1757	219.4	123.5600447	175.6	332.9795525
1758	219.5	123.590173	175.7	333.1350749
1759	219.6	123.6353608	175.8	333.2899626
1760	219.7	123.6805433	175.9	333.4442167
1761	219.8	123.7106618	176	333.5978379
1762	219.9	123.7558351	176.1	333.7660916
1763	220	123.8010029	176.2	333.9183872
1764	220.1	123.8311117	176.3	334.070053
1765	220.2	123.8762703	176.4	334.2210901
1766	220.3	123.9214233	176.5	334.3865058
1767	220.4	123.9515223	176.6	334.5362257
1768	220.5	123.9966661	176.7	334.68532
1769	220.6	124.0418044	176.8	334.8486022
1770	220.7	124.0869371	176.9	334.9963858
1771	220.8	124.1170225	177	335.1582288
1772	220.9	124.162146	177.1	335.3047064
1773	221	124.2072638	177.2	335.4651153
1774	221.1	124.2373393	177.3	335.6102914
1775	221.2	124.2824478	177.4	335.7692712
1776	221.3	124.3275507	177.5	335.9131504
1777	221.4	124.3576161	177.6	336.0707063
1778	221.5	124.4027097	177.7	336.2132934
1779	221.6	124.4477975	177.8	336.3694305
1780	221.7	124.477853	177.9	336.5107303
1781	221.8	124.5229314	178	336.6654539
1782	221.9	124.5680042	178.1	336.8194394
1783	222	124.5980496	178.2	336.9587867
1784	222.1	124.6431129	178.3	337.1113668
1785	222.2	124.6881705	178.4	337.263213
1786	222.3	124.7332224	178.5	337.4143267
1787	222.4	124.7632539	178.6	337.5647095
1788	222.5	124.8082963	178.7	337.7007881
1789	222.6	124.8533329	178.8	337.8497797
1790	222.7	124.8833542	178.9	337.9980447
1791	222.8	124.9283813	179	338.1455847
1792	222.9	124.9734026	179.1	338.2924014
1793	223	125.0034136	179.2	338.4384961
1794	223.1	125.0484253	179.3	338.5838705
1795	223.2	125.0934312	179.4	338.7285262
1796	223.3	125.1234319	179.5	338.8724648
1797	223.4	125.1684282	179.6	339.0156877
1798	223.5	125.2134187	179.7	339.1581967
1799	223.6	125.2584033	179.8	339.2999933
1800	223.7	125.2883898	179.9	339.4410791
1801	223.8	125.3333647	180	339.5814557
1802	223.9	125.3783337	180.1	339.7211249
1803	224	125.4083099	180.2	339.8726862
1804	224.1	125.4532691	180.3	340.0108812
1805	224.2	125.4982226	180.4	340.1483738
1806	224.3	125.5281882	180.5	340.2851655
1807	224.4	125.5731318	180.6	340.4335956
1808	224.5	125.6180695	180.7	340.5689274
1809	224.6	125.6630013	180.8	340.7157688
1810	224.7	125.6929526	180.9	340.849648
1811	224.8	125.7378745	181	340.9828351
1812	224.9	125.7827904	181.1	341.1273427
1813	225	125.8127311	181.2	341.2590881
1814	225.1	125.8576372	181.3	341.4020271
1815	225.2	125.9025373	181.4	341.5323383
1816	225.3	125.9324673	181.5	341.6737168
1817	225.4	125.9773575	181.6	341.8142844
1818	225.5	126.0222416	181.7	341.9424276
1819	225.6	126.0671198	181.8	342.0814473
1820	225.7	126.0970352	181.9	342.2196628
1821	225.8	126.1419033	182	342.3570763
1822	225.9	126.1867654	182.1	342.482336
1823	226	126.2166701	182.2	342.6182187
1824	226.1	126.2615221	182.3	342.7533062
1825	226.2	126.3063681	182.4	342.8876006
1826	226.3	126.336262	182.5	343.0211044
1827	226.4	126.3810979	182.6	343.1538199
1828	226.5	126.4259276	182.7	343.2857494
1829	226.6	126.4707513	182.8	343.4168953
1830	226.7	126.5006304	182.9	343.5472599
1831	226.8	126.5454439	183	343.6768455
1832	226.9	126.5902513	183.1	343.8056546
1833	227	126.6201195	183.2	343.9336896
1834	227.1	126.6649167	183.3	344.0715232
1835	227.2	126.7097077	183.4	344.197953
1836	227.3	126.7544926	183.5	344.3236159
1837	227.4	126.7843458	183.6	344.4588882
1838	227.5	126.8291204	183.7	344.5829614
1839	227.6	126.8738888	183.8	344.7062752
1840	227.7	126.903731	183.9	344.8390111
1841	227.8	126.9484891	184	344.9607507
1842	227.9	126.993241	184.1	345.0917869
1843	228	127.0230721	184.2	345.2119629
1844	228.1	127.0678136	184.3	345.3413109
1845	228.2	127.1125489	184.4	345.4697857
1846	228.3	127.157278	184.5	345.5973903
1847	228.4	127.1870939	184.6	345.7144095
1848	228.5	127.2318125	184.7	345.8403496
1849	228.6	127.2765249	184.8	345.9654288
1850	228.7	127.3063296	184.9	346.0896501
1851	228.8	127.3510315	185	346.2130169
1852	228.9	127.3957271	185.1	346.3355322
1853	229	127.4404164	185.2	346.4571993
1854	229.1	127.4702057	185.3	346.5780214
1855	229.2	127.5148845	185.4	346.6980015
1856	229.3	127.5595569	185.5	346.8171431
1857	229.4	127.589335	185.6	346.9354492
1858	229.5	127.6339968	185.7	347.0619252
1859	229.6	127.6786523	185.8	347.1785064
1860	229.7	127.7233014	185.9	347.2942622
1861	229.8	127.753064	186	347.4180027
1862	229.9	127.7977024	186.1	347.5320543
1863	230	127.8423345	186.2	347.6539671
1864	230.1	127.8720857	186.3	347.7663285
1865	230.2	127.9167071	186.4	347.8864286
1866	230.3	127.9613221	186.5	348.0055949
1867	230.4	128.0059306	186.6	348.1154166
1868	230.5	128.0356661	186.7	348.2327932
1869	230.6	128.0802639	186.8	348.3492479
1870	230.7	128.1248553	186.9	348.4647848
1871	230.8	128.1694402	187	348.5794079
1872	230.9	128.1991598	187.1	348.6931213
1873	231	128.2437339	187.2	348.8059293
1874	231.1	128.2883015	187.3	348.9178358
1875	231.2	128.3180096	187.4	349.028845
1876	231.3	128.3625664	187.5	349.1467924
1877	231.4	128.4071166	187.6	349.2559561
1878	231.5	128.4516603	187.7	349.3642352
1879	231.6	128.4813524	187.8	349.4792716
1880	231.7	128.5258852	187.9	349.5933023
1881	231.8	128.5704115	188	349.6988282
1882	231.9	128.600092	188.1	349.8109292
1883	232	128.6446072	188.2	349.9220394
1884	232.1	128.6891159	188.3	350.024853
1885	232.2	128.7336181	188.4	350.1340625
1886	232.3	128.7632825	188.5	350.2422962
1887	232.4	128.8077736	188.6	350.3495593
1888	232.5	128.852258	188.7	350.455857
1889	232.6	128.8967359	188.8	350.5681828
1890	232.7	128.9263841	188.9	350.6725014
1891	232.8	128.9708509	189	350.7758702
1892	232.9	129.015311	189.1	350.8850891
1893	233	129.0597645	189.2	350.9865113
1894	233.1	129.0893964	189.3	351.0936654
1895	233.2	129.1338387	189.4	351.1931628
1896	233.3	129.1782743	189.5	351.2982754
1897	233.4	129.2078944	189.6	351.4023436
1898	233.5	129.2523188	189.7	351.5053733
1899	233.6	129.2967366	189.8	351.6073709
1900	233.7	129.3411476	189.9	351.7083426
1901	233.8	129.3707512	190	351.8082945
1902	233.9	129.415151	190.1	351.9133829
1903	234	129.459544	190.2	352.011251
