ID	ouverture	angle	angle	ouverture
644	108.1	72.14236282	64.3	95.6407862
645	108.2	72.20223889	64.4	95.79190491
646	108.3	72.26212554	64.5	95.94332899
647	108.4	72.32202274	64.6	96.09505861
648	108.5	72.38193047	64.7	96.24709394
649	108.6	72.44184871	64.8	96.39943515
650	108.7	72.50177744	64.9	96.5302569
651	108.8	72.56171663	65	96.68316659
652	108.9	72.62166625	65.1	96.83638262
653	109	72.68162629	65.2	96.98990513
654	109.1	72.74159672	65.3	97.1437343
655	109.2	72.80157752	65.4	97.29787026
656	109.3	72.86156866	65.5	97.4302311
657	109.4	72.92157011	65.6	97.58493722
658	109.5	72.98158187	65.7	97.73995058
659	109.6	73.04160389	65.8	97.8952713
660	109.7	73.10163616	65.9	98.05089952
661	109.8	73.16167866	66	98.2068354
662	109.9	73.22173136	66.1	98.3407397
663	110	73.28179423	66.2	98.49724729
664	110.1	73.34186726	66.3	98.65406292
665	110.2	73.40195041	66.4	98.81118672
666	110.3	73.46204368	66.5	98.96861882
667	110.4	73.50712024	66.6	99.12635934
668	110.5	73.56723113	66.7	99.26181108
669	110.6	73.62735206	66.8	99.42012473
670	110.7	73.68748301	66.9	99.57874714
671	110.8	73.74762395	67	99.73767845
672	110.9	73.80777486	67.1	99.89691877
673	111	73.86793571	67.2	100.0336565
674	111.1	73.92810649	67.3	100.193471
675	111.2	73.98828716	67.4	100.3535948
676	111.3	74.04847771	67.5	100.5140281
677	111.4	74.09362709	67.6	100.6517887
678	111.5	74.15383486	67.7	100.8127968
679	111.6	74.21405244	67.8	100.9741148
680	111.7	74.27427981	67.9	101.1357425
681	111.8	74.33451693	68	101.2976801
682	111.9	74.3947638	68.1	101.4367306
683	112	74.45502038	68.2	101.5992441
684	112.1	74.51528664	68.3	101.7620677
685	112.2	74.56049269	68.4	101.9252016
686	112.3	74.62077586	68.5	102.0652776
687	112.4	74.68106865	68.6	102.228988
688	112.5	74.74137105	68.7	102.3930088
689	112.6	74.80168302	68.8	102.5573401
690	112.7	74.86200454	68.9	102.6984428
691	112.8	74.90725194	69	102.8633512
692	112.9	74.96759012	69.1	103.0285703
693	113	75.02793779	69.2	103.1941002
694	113.1	75.08829493	69.3	103.3362305
695	113.2	75.14866151	69.4	103.5023378
696	113.3	75.2090375	69.5	103.6687562
697	113.4	75.25432566	69.6	103.8354857
698	113.5	75.31471807	69.7	103.9786443
699	113.6	75.37511983	69.8	104.1459516
700	113.7	75.43553092	69.9	104.3135701
701	113.8	75.49595131	70	104.4814998
702	113.9	75.5412727	70.1	104.6256874
703	114	75.60170932	70.2	104.7941953
704	114.1	75.66215517	70.3	104.9630146
705	114.2	75.72261023	70.4	105.1079648
706	114.3	75.76795757	70.5	105.2773624
707	114.4	75.8284287	70.6	105.4470716
708	114.5	75.88890898	70.7	105.6170922
709	114.6	75.94939838	70.8	105.7630721
710	114.7	76.00989689	70.9	105.9336713
711	114.8	76.05527672	71	106.1045821
712	114.9	76.11579109	71.1	106.251325
713	115	76.1763145	71.2	106.4228145
714	115.1	76.23684691	71.3	106.5946155
715	115.2	76.28225213	71.4	106.7421215
716	115.3	76.34280025	71.5	106.9145013
717	115.4	76.40335732	71.6	107.0871927
718	115.5	76.46392332	71.7	107.2601957
719	115.6	76.50935365	71.8	107.408732
720	115.7	76.5699352	71.9	107.5823137
721	115.8	76.6305256	72	107.7562071
722	115.9	76.69112483	72.1	107.9055065
723	116	76.73658004	72.2	108.0799785
724	116.1	76.79719467	72.3	108.2547621
725	116.2	76.85781806	72.4	108.4048246
726	116.3	76.90329134	72.5	108.5801869
727	116.4	76.96393002	72.6	108.7558606
728	116.5	77.0245774	72.7	108.906686
729	116.6	77.08523345	72.8	109.0829382
730	116.7	77.13073117	72.9	109.2595018
731	116.8	77.19140234	73	109.4110899
732	116.9	77.25208213	73.1	109.5882318
733	117	77.2975976	73.2	109.7656851
734	117.1	77.3582924	73.3	109.9180356
735	117.2	77.41899574	73.4	110.0960669
736	117.3	77.46452883	73.5	110.2744094
737	117.4	77.52524707	73.6	110.4275221
738	117.5	77.58597378	73.7	110.6064424
739	117.6	77.63152436	73.8	110.7856737
740	117.7	77.69226585	73.9	110.9395481
741	117.8	77.75301575	74	111.119357
742	117.9	77.79858368	74.1	111.2994767
743	118	77.85934825	74.2	111.4541123
744	118.1	77.92012116	74.3	111.6348092
745	118.2	77.9657063	74.4	111.8158166
746	118.3	78.02649376	74.5	111.9712131
747	118.4	78.0872895	74.6	112.1527973
748	118.5	78.13289172	74.7	112.308688
749	118.6	78.19370189	74.8	112.4908486
750	118.7	78.25452028	74.9	112.6733195
751	118.8	78.30013944	75	112.82997
752	118.9	78.36097214	75.1	113.0130168
753	119	78.40660202	75.2	113.1963736
754	119.1	78.46744896	75.3	113.3537832
755	119.2	78.52830401	75.4	113.5377154
756	119.3	78.5739506	75.5	113.6956181
757	119.4	78.63481978	75.6	113.8801254
758	119.5	78.695697	75.7	114.0649421
759	119.6	78.74136017	75.8	114.2236027
760	119.7	78.8022514	75.9	114.4089939
761	119.8	78.84792506	76	114.5946941
762	119.9	78.90883023	76.1	114.7541118
763	120	78.96974333	76.2	114.9403858
764	120.1	79.01543334	76.3	115.1002951
765	120.2	79.07636026	76.4	115.2871424
766	120.3	79.12206062	76.5	115.4742983
767	120.4	79.18300129	76.6	115.634963
768	120.5	79.24394978	76.7	115.8226915
769	120.6	79.28966628	76.8	115.9838468
770	120.7	79.3506284	76.9	116.1721472
771	120.8	79.39635509	77	116.3607555
772	120.9	79.45733078	77.1	116.5226646
773	121	79.50306761	77.2	116.7118441
774	121.1	79.56405678	77.3	116.8742426
775	121.2	79.62505363	77.4	117.0639928
776	121.3	79.67080628	77.5	117.25405
777	121.4	79.7318165	77.6	117.4172004
778	121.5	79.77757915	77.7	117.6078273
779	121.6	79.83860266	77.8	117.7714658
780	121.7	79.88437526	77.9	117.9626619
781	121.8	79.945412	78	118.126788
782	121.9	79.99119448	78.1	118.3185525
783	122	80.05224437	78.2	118.5106229
784	122.1	80.11330173	78.3	118.6754979
785	122.2	80.15909965	78.4	118.8681358
786	122.3	80.22017004	78.5	119.0334969
787	122.4	80.2659777	78.6	119.2267015
788	122.5	80.32706106	78.7	119.3925481
789	122.6	80.37287841	78.8	119.5863187
790	122.7	80.43397465	78.9	119.7803938
791	122.8	80.47980164	79	119.9469861
792	122.9	80.54091069	79.1	120.1416261
793	123	80.58674726	79.2	120.3087023
794	123.1	80.64786905	79.3	120.5039064
795	123.2	80.69371514	79.4	120.6714657
796	123.3	80.75484959	79.5	120.8672331
797	123.4	80.80070516	79.6	121.0633035
798	123.5	80.8618522	79.7	121.2316048
799	123.6	80.90771718	79.8	121.4282372
800	123.7	80.96887673	79.9	121.5970199
801	123.8	81.01475107	80	121.7942135
802	123.9	81.07592306	80.1	121.9634769
803	124	81.12180671	80.2	122.1612308
804	124.1	81.18299107	80.3	122.330974
805	124.2	81.22888396	80.4	122.5292873
806	124.3	81.29008061	80.5	122.7279014
807	124.4	81.3359827	80.6	122.8983814
808	124.5	81.39719157	80.7	123.0975535
809	124.6	81.44310279	80.8	123.2685113
810	124.7	81.50432381	80.9	123.4682404
811	124.8	81.55024411	81	123.6396752
812	124.9	81.6114772	81.1	123.8399603
813	125	81.65740653	81.2	124.0118713
814	125.1	81.71865162	81.3	124.2127115
815	125.2	81.76458992	81.4	124.3850977
816	125.3	81.81053204	81.5	124.5864919
817	125.4	81.87179414	81.6	124.7593525
818	125.5	81.91774515	81.7	124.9612996
819	125.6	81.97901907	81.8	125.163544
820	125.7	82.02497892	81.9	125.3371327
821	125.8	82.08626458	82	125.5399283
822	125.9	82.13223321	82.1	125.7139891
823	126	82.19353054	82.2	125.9173349
824	126.1	82.2395079	82.3	126.0918667
825	126.2	82.28548897	82.4	126.2957615
826	126.3	82.34680285	82.5	126.4707634
827	126.4	82.39279257	82.6	126.6752061
828	126.5	82.45411793	82.7	126.8506771
829	126.6	82.50011624	82.8	127.0556665
830	126.7	82.56145302	82.9	127.2316055
831	126.8	82.60745986	83	127.4371404
832	126.9	82.65347034	83.1	127.6135465
833	127	82.7148233	83.2	127.8196255
834	127.1	82.76084224	83.3	127.9964976
835	127.2	82.82220643	83.4	128.2031196
836	127.3	82.86823376	83.5	128.3804566
837	127.4	82.92960912	83.6	128.5876203
838	127.5	82.9756448	83.7	128.765421
839	127.6	83.02168403	83.8	128.9731252
840	127.7	83.0830752	83.9	129.1513885
841	127.8	83.1291227	84	129.3596318
842	127.9	83.19052485	84.1	129.5383566
843	128	83.23658056	84.2	129.7471376
844	128.1	83.28263977	84.3	129.9263227
845	128.2	83.34405747	84.4	130.1356401
846	128.3	83.39012481	84.5	130.3152843
847	128.4	83.43619561	84.6	130.5251366
848	128.5	83.49762873	84.7	130.7052389
849	128.6	83.54370758	84.8	130.9156247
850	128.7	83.60515138	84.9	131.0961836
851	128.8	83.65123823	85	131.3071015
852	128.9	83.69732848	85.1	131.4881159
853	129	83.75878744	85.2	131.6995644
854	129.1	83.8048856	85.3	131.881033
855	129.2	83.85098714	85.4	132.0930106
856	129.3	83.9124611	85.5	132.2749321
857	129.4	83.95857047	85.6	132.4874373
858	129.5	84.02005483	85.7	132.6698103
859	129.6	84.06617198	85.8	132.8828417
860	129.7	84.11229245	85.9	133.0656649
861	129.8	84.17379155	86	133.2792208
862	129.9	84.21991972	86.1	133.4624929
863	130	84.26605117	86.2	133.6765716
864	130.1	84.32756485	86.3	133.8602913
865	130.2	84.37370392	86.4	134.0748913
866	130.3	84.41984624	86.5	134.2590571
867	130.4	84.48137436	86.6	134.4741768
868	130.5	84.52752421	86.7	134.6587872
869	130.6	84.57367728	86.8	134.8744249
870	130.7	84.63521969	86.9	135.0594786
871	130.8	84.68138021	87	135.2756326
872	130.9	84.72754392	87.1	135.4611282
873	131	84.78910046	87.2	135.6777967
874	131.1	84.83527154	87.3	135.8637326
875	131.2	84.88144578	87.4	136.080914
876	131.3	84.94301629	87.5	136.2672887
877	131.4	84.98919782	87.6	136.4849812
878	131.5	85.03538247	87.7	136.6717932
879	131.6	85.09696681	87.8	136.889995
880	131.7	85.14315868	87.9	137.0772428
881	131.8	85.18935362	88	137.2646911
882	131.9	85.23555162	88.1	137.483634
883	132	85.29715372	88.2	137.6715159
884	132.1	85.34335884	88.3	137.8909636
885	132.2	85.389567	88.4	138.0792773
886	132.3	85.45118257	88.5	138.2992279
887	132.4	85.49739776	88.6	138.487972
888	132.5	85.54361595	88.7	138.7084236
889	132.6	85.60524485	88.8	138.8975963
890	132.7	85.65147	88.9	139.118547
891	132.8	85.69769811	89	139.3081467
892	132.9	85.74392917	89.1	139.5295946
893	133	85.80557517	89.2	139.7196196
894	133.1	85.85181309	89.3	139.9415627
895	133.2	85.89805393	89.4	140.1320113
896	133.3	85.9597129	89.5	140.3226548
897	133.4	86.00596051	89.6	140.5453182
898	133.5	86.05221101	89.7	140.7363828
899	133.6	86.09846438	89.8	140.9595363
900	133.7	86.16013999	89.9	141.1510203
901	133.8	86.20640003	90	141.3746621
902	133.9	86.25266292	90.1	141.5665636
903	134	86.29892863	90.2	141.7906916
904	134.1	86.36062063	90.3	141.9830089
905	134.2	86.40689291	90.4	142.2076209
906	134.3	86.45316798	90.5	142.4003522
907	134.4	86.49944584	90.6	142.593274
908	134.5	86.56115397	90.7	142.8185896
909	134.6	86.60743829	90.8	143.0119226
910	134.7	86.65372536	90.9	143.237717
911	134.8	86.70001518	91	143.4314595
912	134.9	86.76173918	91.1	143.6577304
913	135	86.80803535	91.2	143.8518805
914	135.1	86.85433423	91.3	144.0786258
915	135.2	86.90063581	91.4	144.2731815
916	135.3	86.96237542	91.5	144.500399
917	135.4	87.00868325	91.6	144.6953585
918	135.5	87.05499374	91.7	144.8905036
919	135.6	87.10130689	91.8	145.1184071
920	135.7	87.16306186	91.9	145.3139532
921	135.8	87.20938115	92	145.5423232
922	135.9	87.25570306	92.1	145.7382682
923	136	87.30202758	92.2	145.9671024
924	136.1	87.36379765	92.3	146.1634443
925	136.2	87.41012822	92.4	146.3927405
926	136.3	87.45646136	92.5	146.5894773
927	136.4	87.50279706	92.6	146.7863957
928	136.5	87.54913532	92.7	147.0163628
929	136.6	87.61092361	92.8	147.2136731
930	136.7	87.65726779	92.9	147.4440962
931	136.8	87.70361448	93	147.6417964
932	136.9	87.74996368	93.1	147.8726732
933	137	87.79631538	93.2	148.0707612
934	137.1	87.85812152	93.3	148.3020891
935	137.2	87.904479	93.4	148.5005628
936	137.3	87.95083896	93.5	148.6992138
937	137.4	87.99720136	93.6	148.9311968
938	137.5	88.04356621	93.7	149.1302304
939	137.6	88.1053898	93.8	149.3626584
940	137.7	88.15176031	93.9	149.5620724
941	137.8	88.19813323	94	149.7949431
942	137.9	88.24450855	94.1	149.9947354
943	138	88.29088625	94.2	150.1947015
944	138.1	88.35272689	94.3	150.4282144
945	138.2	88.39911013	94.4	150.6285555
946	138.3	88.44549573	94.5	150.8625047
947	138.4	88.49188366	94.6	151.0632187
948	138.5	88.53827394	94.7	151.2976015
949	138.6	88.58466653	94.8	151.4986862
950	138.7	88.64652692	94.9	151.7335
951	138.8	88.69292489	95	151.934953
952	138.9	88.73932516	95.1	152.1365752
953	139	88.7857277	95.2	152.3720143
954	139.1	88.83213251	95.3	152.5740014
955	139.2	88.87853958	95.4	152.809865
956	139.3	88.94041917	95.5	153.0122149
957	139.4	88.98683146	95.6	153.2485003
958	139.5	89.03324599	95.7	153.4512106
959	139.6	89.07966272	95.8	153.6540864
960	139.7	89.12608166	95.9	153.8909833
961	139.8	89.17250279	96	154.094216
962	139.9	89.23440102	96.1	154.331528
963	140	89.28082723	96.2	154.5351153
964	140.1	89.32725559	96.3	154.7728396
965	140.2	89.3736861	96.4	154.9767791
966	140.3	89.42011875	96.5	155.2149128
967	140.4	89.46655353	96.6	155.4192021
968	140.5	89.52846986	96.7	155.6236519
969	140.6	89.57490956	96.8	155.862379
970	140.7	89.62135135	96.9	156.0671751
971	140.8	89.66779523	97	156.3063047
972	140.9	89.71424118	97.1	156.5114445
973	141	89.76068919	97.2	156.7509738
974	141.1	89.80713925	97.3	156.9564549
975	141.2	89.85359136	97.4	157.1620926
976	141.3	89.91553065	97.5	157.4022007
977	141.4	89.96198748	97.6	157.6081761
978	141.5	90.00844631	97.7	157.8486766
979	141.6	90.05490715	97.8	158.0549871
980	141.7	90.10136996	97.9	158.2958771
981	141.8	90.14783476	98	158.5025202
982	141.9	90.19430152	98.1	158.7093159
983	142	90.24077023	98.2	158.9507698
984	142.1	90.30273154	98.3	159.1578944
985	142.2	90.34920478	98.4	159.3997305
986	142.3	90.39567994	98.5	159.6071813
987	142.4	90.44215701	98.6	159.8493964
988	142.5	90.48863598	98.7	160.057171
989	142.6	90.53511684	98.8	160.265094
990	142.7	90.58159958	98.9	160.5078577
991	142.8	90.62808418	99	160.7161006
992	142.9	90.67457065	99.1	160.9592359
993	143	90.73655548	99.2	161.167796
994	143.1	90.78304625	99.3	161.4112998
995	143.2	90.82953884	99.4	161.6201744
996	143.3	90.87603325	99.5	161.8291932
997	143.4	90.92252945	99.6	162.0732301
998	143.5	90.96902746	99.7	162.2825595
999	143.6	91.01552724	99.8	162.5269571
1000	143.7	91.0620288	99.9	162.7365945
1001	143.8	91.10853212	100	162.9813498
1002	143.9	91.1550372	100.1	163.1912923
1003	144	91.21704667	100.2	163.4013748
1004	144.1	91.2635558	100.3	163.6466471
1005	144.2	91.31006664	100.4	163.8570307
1006	144.3	91.35657919	100.5	164.1026528
1007	144.4	91.40309343	100.6	164.3133349
1008	144.5	91.44960937	100.7	164.5593035
1009	144.6	91.49612698	100.8	164.7702813
1010	144.7	91.54264625	100.9	164.9813945
1011	144.8	91.58916719	101	165.2278638
1012	144.9	91.63568976	101.1	165.4392687
1013	145	91.68221398	101.2	165.6860765
1014	145.1	91.72873982	101.3	165.8977701
1015	145.2	91.77526727	101.4	166.1449131
1016	145.3	91.83730637	101.5	166.3568926
1017	145.4	91.88383755	101.6	166.5690031
1018	145.5	91.93037031	101.7	166.8166301
1019	145.6	91.97690464	101.8	167.0290224
1020	145.7	92.02344053	101.9	167.2769765
1021	145.8	92.06997797	102	167.4896476
1022	145.9	92.11651695	102.1	167.7379254
1023	146	92.16305745	102.2	167.9508726
1024	146.1	92.20959948	102.3	168.1994706
1025	146.2	92.25614301	102.4	168.4126909
1026	146.3	92.30268804	102.5	168.6260362
1027	146.4	92.34923456	102.6	168.8750963
1028	146.5	92.39578256	102.7	169.0887105
1029	146.6	92.44233202	102.8	169.3380825
1030	146.7	92.48888294	102.9	169.5519626
1031	146.8	92.5354353	103	169.8016431
1032	146.9	92.5819891	103.1	170.0157861
1033	147	92.62854432	103.2	170.2300494
1034	147.1	92.69062016	103.3	170.4801746
1035	147.2	92.73717867	103.4	170.6946966
1036	147.3	92.78373857	103.5	170.9451217
1037	147.4	92.83029985	103.6	171.1598993
1038	147.5	92.8768625	103.7	171.4106209
1039	147.6	92.92342651	103.8	171.6256511
1040	147.7	92.96999187	103.9	171.8766656
1041	147.8	93.01655857	104	172.0919454
1042	147.9	93.0631266	104.1	172.3073393
1043	148	93.10969594	104.2	172.5587757
1044	148.1	93.1562666	104.3	172.7744148
1045	148.2	93.20283855	104.4	173.0261354
1046	148.3	93.24941179	104.5	173.2420166
1047	148.4	93.29598631	104.6	173.4940179
1048	148.5	93.34256209	104.7	173.7101381
1049	148.6	93.38913913	104.8	173.9263677
1050	148.7	93.43571741	104.9	174.1787727
1051	148.8	93.48229694	105	174.3952368
1052	148.9	93.52887768	105.1	174.6479136
1053	149	93.57545964	105.2	174.8646092
1054	149.1	93.62204281	105.3	175.1175542
1055	149.2	93.66862717	105.4	175.3344781
1056	149.3	93.71521271	105.5	175.5876877
1057	149.4	93.76179943	105.6	175.8048368
1058	149.5	93.80838731	105.7	176.0220887
1059	149.6	93.85497635	105.8	176.2756785
1060	149.7	93.90156652	105.9	176.493151
1061	149.8	93.94815783	106	176.7469963
1062	149.9	93.99475026	106.1	176.9646863
1063	150	94.0413438	106.2	177.2187835
1064	150.1	94.08793845	106.3	177.4366878
1065	150.2	94.13453418	106.4	177.6910331
1066	150.3	94.18113099	106.5	177.9091486
1067	150.4	94.22772888	106.6	178.1273604
1068	150.5	94.27432782	106.7	178.3820617
1069	150.6	94.32092782	106.8	178.60048
1070	150.7	94.36752885	106.9	178.8554203
1071	150.8	94.41413091	107	179.0740419
1072	150.9	94.46073399	107.1	179.3292174
1073	151	94.50733808	107.2	179.548039
1074	151.1	94.55394316	107.3	179.803446
1075	151.2	94.60054924	107.4	180.0224644
1076	151.3	94.64715629	107.5	180.2780992
1077	151.4	94.6937643	107.6	180.4973111
1078	151.5	94.74037328	107.7	180.7166112
1079	151.6	94.78698319	107.8	180.972572
1080	151.7	94.83359405	107.9	181.1920609
1081	151.8	94.88020583	108	181.44824
1082	151.9	94.92681852	108.1	181.6679145
1083	152	94.97343212	108.2	181.9243082
1084	152.1	95.02004661	108.3	182.1441649
1085	152.2	95.06666199	108.4	182.4007693
1086	152.3	95.11327824	108.5	182.620805
1087	152.4	95.15989535	108.6	182.8776162
1088	152.5	95.20651332	108.7	183.0978276
1089	152.6	95.25313213	108.8	183.3181189
1090	152.7	95.29975177	108.9	183.5752256
1091	152.8	95.34637223	109	183.7956877
1092	152.9	95.3929935	109.1	184.0529918
1093	153	95.43961558	109.2	184.2736214
1094	153.1	95.48623844	109.3	184.5311189
1095	153.2	95.53286209	109.4	184.7519128
1096	153.3	95.5794865	109.5	185.0095999
1097	153.4	95.62611168	109.6	185.2305545
1098	153.5	95.65719555	109.7	185.4884273
1099	153.6	95.70382196	109.8	185.7095395
1100	153.7	95.75044911	109.9	185.967594
1101	153.8	95.79707698	110	186.1888603
1102	153.9	95.84370557	110.1	186.4470927
1103	154	95.89033485	110.2	186.6685097
1104	154.1	95.93696483	110.3	186.8899952
1105	154.2	95.98359548	110.4	187.1484805
1106	154.3	96.0302268	110.5	187.3701117
1107	154.4	96.07685879	110.6	187.6287651
1108	154.5	96.12349142	110.7	187.8505389
1109	154.6	96.17012469	110.8	188.1093564
1110	154.7	96.21675859	110.9	188.3312692
1111	154.8	96.26339311	111	188.590247
1112	154.9	96.31002824	111.1	188.8122953
1113	155	96.35666396	111.2	189.0714294
1114	155.1	96.40330027	111.3	189.29361
1115	155.2	96.44993716	111.4	189.5528963
1116	155.3	96.49657461	111.5	189.7752057
1117	155.4	96.52766655	111.6	190.0346402
1118	155.5	96.57430493	111.7	190.257075
1119	155.6	96.62094384	111.8	190.5166538
1120	155.7	96.66758328	111.9	190.7392105
1121	155.8	96.71422324	112	190.9989295
1122	155.9	96.76086371	112.1	191.2216047
1123	156	96.80750467	112.2	191.48146
1124	156.1	96.85414612	112.3	191.7042502
1125	156.2	96.90078805	112.4	191.9642377
1126	156.3	96.94743044	112.5	192.1871395
1127	156.4	96.99407329	112.6	192.4472552
1128	156.5	97.04071658	112.7	192.6702652
1129	156.6	97.08736031	112.8	192.930505
1130	156.7	97.13400447	112.9	193.1536196
1131	156.8	97.1651008	113	193.4139795
1132	156.9	97.21174564	113.1	193.6371953
1133	157	97.25839088	113.2	193.8976712
1134	157.1	97.3050365	113.3	194.1209847
1135	157.2	97.3516825	113.4	194.3815726
1136	157.3	97.39832887	113.5	194.6049803
1137	157.4	97.44497559	113.6	194.8656761
1138	157.5	97.49162265	113.7	195.0891746
1139	157.6	97.53827005	113.8	195.3499742
1140	157.7	97.58491778	113.9	195.57356
1141	157.8	97.63156582	114	195.8344593
1142	157.9	97.67821416	114.1	196.0581288
1143	158	97.70931322	114.2	196.3191239
1144	158.1	97.75596205	114.3	196.5428736
1145	158.2	97.80261116	114.4	196.8039602
1146	158.3	97.84926053	114.5	197.0277867
1147	158.4	97.89591015	114.6	197.2889607
1148	158.5	97.94256002	114.7	197.5128604
1149	158.6	97.98921013	114.8	197.7741179
1150	158.7	98.03586046	114.9	197.9980873
1151	158.8	98.082511	115	198.259424
1152	158.9	98.12916175	115.1	198.4834596
1153	159	98.16026235	115.2	198.7448715
1154	159.1	98.20691342	115.3	198.9689698
1155	159.2	98.25356466	115.4	199.2304528
1156	159.3	98.30021606	115.5	199.4546102
1157	159.4	98.34686763	115.6	199.71616
1158	159.5	98.39351933	115.7	199.940373
1159	159.6	98.44017117	115.8	200.2019858
1160	159.7	98.48682314	115.9	200.4262508
1161	159.8	98.53347522	116	200.6879222
1162	159.9	98.5801274	116.1	200.9122358
1163	160	98.61122891	116.2	201.1739618
1164	160.1	98.65788124	116.3	201.3983204
1165	160.2	98.70453365	116.4	201.6600968
1166	160.3	98.75118612	116.5	201.9218986
1167	160.4	98.79783865	116.6	202.1463196
1168	160.5	98.84449123	116.7	202.4081655
1169	160.6	98.89114384	116.8	202.6326224
1170	160.7	98.93779647	116.9	202.8945082
1171	160.8	98.96889823	117	203.1189976
1172	160.9	99.01555088	117.1	203.3809193
1173	161	99.06220353	117.2	203.6054375
1174	161.1	99.10885616	117.3	203.8673908
1175	161.2	99.15550877	117.4	204.0919345
1176	161.3	99.20216135	117.5	204.3539153
1177	161.4	99.24881388	117.6	204.5784807
1178	161.5	99.29546635	117.7	204.8404849
1179	161.6	99.32656796	117.8	205.1024999
1180	161.7	99.37322032	117.9	205.327092
1181	161.8	99.4198726	118	205.589124
1182	161.9	99.46652478	118.1	205.8137288
1183	162	99.51317686	118.2	206.0757737
1184	162.1	99.55982883	118.3	206.3003877
1185	162.2	99.60648067	118.4	206.5624413
1186	162.3	99.65313237	118.5	206.787061
1187	162.4	99.68423343	118.6	207.0491191
1188	162.5	99.73088489	118.7	207.3111779
1189	162.6	99.77753619	118.8	207.5357994
1190	162.7	99.82418731	118.9	207.7978564
1191	162.8	99.87083825	119	208.0224746
1192	162.9	99.917489	119.1	208.2845256
1193	163	99.96413954	119.2	208.5091368
1194	163.1	99.99523979	119.3	208.7711777
1195	163.2	100.04189	119.4	209.0332114
1196	163.3	100.0885399	119.5	209.257805
1197	163.4	100.1351896	119.6	209.5198222
1198	163.5	100.1818391	119.7	209.7444
1199	163.6	100.2284883	119.8	210.0063965
1200	163.7	100.2751372	119.9	210.2309547
1201	163.8	100.3062363	120	210.4929264
1202	163.9	100.3528848	120.1	210.754883
1203	164	100.3995329	120.2	210.9794044
1204	164.1	100.4461807	120.3	211.2413298
1205	164.2	100.4928283	120.4	211.4658226
1206	164.3	100.5394754	120.5	211.7277128
1207	164.4	100.5861223	120.6	211.9521735
1208	164.5	100.61722	120.7	212.2140242
1209	164.6	100.6638662	120.8	212.4758519
1210	164.7	100.7105121	120.9	212.7002564
1211	164.8	100.7571576	121	212.9620383
1212	164.9	100.8038027	121.1	213.1864018
1213	165	100.8504474	121.2	213.4481337
1214	165.1	100.8815436	121.3	213.709837
1215	165.2	100.9281876	121.4	213.9341304
1216	165.3	100.9748312	121.5	214.1957774
1217	165.4	101.0214744	121.6	214.4200208
1218	165.5	101.0681171	121.7	214.6816074
1219	165.6	101.1147593	121.8	214.9431597
1220	165.7	101.1458539	121.9	215.1673192
1221	165.8	101.1924953	122	215.4288047
1222	165.9	101.2391363	122.1	215.6529053
1223	166	101.2857768	122.2	215.9143199
1224	166.1	101.3324167	122.3	216.1756947
1225	166.2	101.3790562	122.4	216.3996975
1226	166.3	101.4101488	122.5	216.6609951
1227	166.4	101.4567874	122.6	216.9222493
1228	166.5	101.5034254	122.7	217.1461462
1229	166.6	101.5500628	122.8	217.4073169
1230	166.7	101.5966997	122.9	217.6311404
1231	166.8	101.643336	123	217.8922235
1232	166.9	101.6744266	123.1	218.1532577
1233	167	101.7210619	123.2	218.3769615
1234	167.1	101.7676966	123.3	218.6379018
1235	167.2	101.8143307	123.4	218.8987898
1236	167.3	101.8609642	123.5	219.1223656
1237	167.4	101.9075971	123.6	219.3831534
1238	167.5	101.9386853	123.7	219.6066416
1239	167.6	101.985317	123.8	219.8673251
1240	167.7	102.0319481	123.9	220.1279508
1241	167.8	102.0785786	124	220.3512973
1242	167.9	102.1252083	124.1	220.6118124
1243	168	102.1562944	124.2	220.8722663
1244	168.1	102.202923	124.3	221.0954629
1245	168.2	102.2495509	124.4	221.3557999
1246	168.3	102.296178	124.5	221.6160725
1247	168.4	102.3428045	124.6	221.8391109
1248	168.5	102.3894301	124.7	222.0992604
1249	168.6	102.4205135	124.8	222.359342
1250	168.7	102.4671379	124.9	222.5822141
1251	168.8	102.5137616	125	222.8421664
1252	168.9	102.5603844	125.1	223.1020474
1253	169	102.6070065	125.2	223.3247449
1254	169.1	102.6380874	125.3	223.5844905
1255	169.2	102.6847082	125.4	223.8441615
1256	169.3	102.7313281	125.5	224.0666763
1257	169.4	102.7779472	125.6	224.3262057
1258	169.5	102.8245654	125.7	224.5856571
1259	169.6	102.8556438	125.8	224.8079811
1260	169.7	102.9022606	125.9	225.0672847
1261	169.8	102.9488766	126	225.326507
1262	169.9	102.9954916	126.1	225.5486321
1263	170	103.0421058	126.2	225.8077004
1264	170.1	103.0731815	126.3	226.0666843
1265	170.2	103.1197942	126.4	226.2886023
1266	170.3	103.166406	126.5	226.547426
1267	170.4	103.2130168	126.6	226.8061619
1268	170.5	103.2596267	126.7	227.0648088
1269	170.6	103.2906995	126.8	227.2864345
1270	170.7	103.3373078	126.9	227.5449131
1271	170.8	103.3839152	127	227.8032994
1272	170.9	103.4305216	127.1	228.0246991
1273	171	103.477127	127.2	228.282911
1274	171.1	103.5081967	127.3	228.5410273
1275	171.2	103.5548005	127.4	228.762193
1276	171.3	103.6014032	127.5	229.0201289
1277	171.4	103.6480049	127.6	229.277966
1278	171.5	103.6946056	127.7	229.5357032
1279	171.6	103.7256722	127.8	229.7565404
1280	171.7	103.7722711	127.9	230.0140889
